City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
301,Olafsvik,IS,11/7/2021 0:41,64.8945,-23.7142,35.08,70,85,8.72
302,Ayan,RU,11/7/2021 0:41,56.45,138.1667,19.9,55,8,23.13
303,Kisangani,CD,11/7/2021 0:41,0.5167,25.2,70.57,100,100,1.14
304,Belle Fourche,US,11/7/2021 0:41,44.6714,-103.8522,61.09,28,81,2.15
305,Luganville,VU,11/7/2021 0:41,-15.5333,167.1667,81.48,77,100,3.49
306,Adre,TD,11/7/2021 0:41,13.4667,22.2,73.33,29,7,8.93
307,Krasnoarmeysk,RU,11/7/2021 0:41,51.0239,45.6969,43.07,87,100,12.41
308,Cabadiangan,PH,11/7/2021 0:41,9.7531,122.4739,83.95,79,70,9.46
309,Santa Cruz,BO,11/7/2021 0:41,-17.8,-63.1667,65.66,68,100,9.22
310,Sydney,AU,11/7/2021 0:38,-33.8679,151.2073,73.63,77,75,1.01
311,Normandin,CA,11/7/2021 0:36,48.8333,-72.5321,44.91,65,91,9.22
312,Pangnirtung,CA,11/7/2021 0:39,66.1451,-65.7125,12.7,61,12,10.65
313,Vila Velha,BR,11/7/2021 0:39,-20.3297,-40.2925,73.94,81,75,4
314,Paka,MY,11/7/2021 0:41,4.6374,103.4368,78.73,94,20,0
315,Teya,RU,11/7/2021 0:42,60.3778,92.6267,23.94,85,100,15.39
316,Fairlie,GB,11/7/2021 0:42,55.756,-4.8556,48.11,85,87,13
317,Chuy,UY,11/7/2021 0:42,-33.6971,-53.4616,54.9,77,6,5.41
318,Narrabri,AU,11/7/2021 0:39,-30.3167,149.7833,80.69,50,100,18.41
319,Tabou,CI,11/7/2021 0:42,4.423,-7.3528,77.68,85,24,3.27
320,Ternate,ID,11/7/2021 0:42,0.8,127.4,84.92,68,86,3.96
321,Lamu,KE,11/7/2021 0:42,-2.2717,40.902,75.42,80,14,9.48
322,Inirida,CO,11/7/2021 0:42,3.8653,-67.9239,74.66,93,87,2.91
323,Sambava,MG,11/7/2021 0:42,-14.2667,50.1667,70.83,85,12,8.66
324,Sabang,ID,11/7/2021 0:42,5.8933,95.3214,78.46,82,100,4.12
325,Manyana,BW,11/7/2021 0:42,-23.4,21.7167,76.32,39,100,5.57
326,Obuasi,GH,11/7/2021 0:42,6.206,-1.6619,71.98,100,73,1.83
327,Padang,ID,11/7/2021 0:42,-0.9492,100.3543,75.25,95,100,2.26
328,Ilulissat,GL,11/7/2021 0:39,69.2167,-51.1,19.42,49,75,9.22
329,Abonnema,NG,11/7/2021 0:42,4.7084,6.7931,77.29,90,100,4.27
330,Ipixuna,BR,11/7/2021 0:42,-1.7625,-48.8043,80.55,82,99,6.11
331,Lamar,US,11/7/2021 0:38,33.6668,-95.5836,56.86,61,1,5.75
332,Hong,DK,11/7/2021 0:42,55.5117,11.2903,49.68,90,100,21.81
333,Avera,US,11/7/2021 0:42,33.194,-82.5271,51.71,38,100,13.98
334,Visby,SE,11/7/2021 0:42,57.6409,18.296,49.86,93,75,16.11
335,Shingu,JP,11/7/2021 0:42,33.7333,135.9833,67.19,77,94,16.98
336,Le Vauclin,MQ,11/7/2021 0:42,14.5452,-60.8388,78.85,78,20,6.91
337,Teknaf,BD,11/7/2021 0:42,20.8624,92.3058,70.9,77,8,6.89
338,Lukulu,ZM,11/7/2021 0:42,-14.3707,23.242,71.01,52,12,3.47
339,Moindou,NC,11/7/2021 0:42,-21.6924,165.677,82.35,58,81,10.42
340,Itarema,BR,11/7/2021 0:42,-2.9248,-39.9167,80.04,79,94,13.8
341,Baiao,BR,11/7/2021 0:42,-2.7906,-49.6717,77.43,86,100,2.24
342,Kayseri,TR,11/7/2021 0:42,38.737,35.4968,32.02,93,0,3.44
343,Usinsk,RU,11/7/2021 0:38,65.9939,57.5281,34.36,100,100,13.33
344,Meulaboh,ID,11/7/2021 0:42,4.1363,96.1285,77.68,89,100,10.33
345,Bull Savanna,JM,11/7/2021 0:42,17.8868,-77.5902,77.07,85,100,6.33
346,Road Town,VG,11/7/2021 0:42,18.4167,-64.6167,80.01,72,40,16.42
347,Jamame,SO,11/7/2021 0:42,0.0722,42.7506,75.81,81,1,5.5
348,Bathsheba,BB,11/7/2021 0:42,13.2167,-59.5167,81.21,78,75,19.57
349,Iquique,CL,11/7/2021 0:42,-20.2208,-70.1431,62.64,80,56,1.92
350,Sekoma,BW,11/7/2021 0:42,-24.4,23.8833,77.47,38,100,9.75
351,Isangel,VU,11/7/2021 0:42,-19.55,169.2667,80.71,74,75,9.22
352,Merauke,ID,11/7/2021 0:42,-8.4667,140.3333,87.85,62,96,5.35
353,Zeya,RU,11/7/2021 0:42,53.75,127.2667,18.01,37,88,1.59
354,Longyearbyen,SJ,11/7/2021 0:40,78.2186,15.6401,13.84,67,75,9.22
355,Inhambane,MZ,11/7/2021 0:39,-23.865,35.3833,72.01,90,58,4.59
356,Alamogordo,US,11/7/2021 0:42,32.8995,-105.9603,68.4,26,1,4.61
357,Saint Anthony,US,11/7/2021 0:42,45.0205,-93.218,58.89,60,1,1.99
358,Linhares,BR,11/7/2021 0:42,-19.3911,-40.0722,69.44,87,87,4.23
359,Lishu,CN,11/7/2021 0:43,43.3047,124.3278,25.18,61,100,10.74
360,Kahului,US,11/7/2021 0:43,20.8947,-156.47,89.62,56,20,23.02
361,Farah,AF,11/7/2021 0:43,32.5,62.5,48.18,25,100,1.95
362,Agadir,MA,11/7/2021 0:43,30.4202,-9.5982,52.25,33,0,7.18
363,Adrar,MR,11/7/2021 0:43,20.5022,-10.0711,69.42,34,7,8.7
364,Konevo,RU,11/7/2021 0:43,62.1215,39.3192,34.81,86,100,6.85
365,Esna,EG,11/7/2021 0:43,25.2934,32.554,69.82,36,0,7.43
366,Codrington,AU,11/7/2021 0:43,-38.2667,141.9667,57.06,56,100,9.55
367,Isla Mujeres,MX,11/7/2021 0:43,21.2311,-86.731,77.16,67,1,15.99
368,Ulladulla,AU,11/7/2021 0:43,-35.35,150.4667,76.77,55,66,3.85
369,Mandera,KE,11/7/2021 0:43,3.9366,41.867,79.25,65,8,13.6
370,Shelburne,CA,11/7/2021 0:41,44.0787,-80.2041,43.25,79,63,11.86
371,Roald,NO,11/7/2021 0:43,62.5833,6.1333,44.33,65,20,21.85
372,Georgiyevka,KZ,11/7/2021 0:43,43.0369,74.7114,17.64,93,20,2.24
373,Pyshma,RU,11/7/2021 0:43,56.9523,63.2513,39.47,36,100,19.64
374,Mangrol,IN,11/7/2021 0:43,21.1167,70.1167,75.63,40,42,10.49
375,Aberdeen,GB,11/7/2021 0:43,57.1437,-2.0981,45.82,71,8,20.71
376,Marsh Harbour,BS,11/7/2021 0:43,26.5412,-77.0636,74.59,70,100,19.15
377,Eyemouth,GB,11/7/2021 0:43,55.8713,-2.0901,48.24,70,21,32.28
378,Parainen,FI,11/7/2021 0:43,60.3067,22.301,42.89,72,99,10.78
379,Snezhnogorsk,RU,11/7/2021 0:43,69.1933,33.2531,28.18,67,100,13.11
380,Bien Hoa,VN,11/7/2021 0:43,10.95,106.8167,82.38,85,69,5.77
381,Lebowakgomo,ZA,11/7/2021 0:43,-24.2,29.5,68.9,61,97,2.3
382,Nishihara,JP,11/7/2021 0:43,26.1842,127.7558,78.85,76,40,16.11
383,Melfi,IT,11/7/2021 0:43,40.9965,15.6514,59.49,99,97,3.94
384,Majene,ID,11/7/2021 0:43,-3.5403,118.9707,84.92,71,96,3.38
385,Saint-Augustin,CA,11/7/2021 0:43,51.226,-58.6502,36.57,88,100,12.62
386,Victoria,HK,11/7/2021 0:43,22.2855,114.1577,82.45,85,1,1.01
387,Shenjiamen,CN,11/7/2021 0:43,29.9576,122.298,69.73,85,4,13.04
388,Ancud,CL,11/7/2021 0:44,-41.8697,-73.8203,53.13,90,7,7.56
389,Nador,MA,11/7/2021 0:44,35.174,-2.9287,52.05,76,0,3.44
390,Turukhansk,RU,11/7/2021 0:44,65.8167,87.9833,28.87,96,100,22.53
391,New Iberia,US,11/7/2021 0:44,30.0035,-91.8187,57.16,87,1,5.75
392,Altar,MX,11/7/2021 0:44,30.7,-111.8167,79.14,19,0,7.7
393,Xiongyue,CN,11/7/2021 0:44,40.1774,122.1228,32.18,77,100,22.12
394,Nabire,ID,11/7/2021 0:44,-3.3667,135.4833,84.81,67,75,3.06
395,Northam,GB,11/7/2021 0:44,51.0333,-4.2167,54.01,79,55,19.28
396,Killybegs,IE,11/7/2021 0:44,54.6333,-8.45,47.44,65,98,25.84
397,Coahuayana,MX,11/7/2021 0:44,18.7333,-103.6833,78.22,88,100,2.1
398,Mayo,US,11/7/2021 0:44,38.8876,-76.5119,52.95,75,90,5.99
399,La Libertad,EC,11/7/2021 0:45,-2.2333,-80.9,70.21,83,99,12.3
400,Keti Bandar,PK,11/7/2021 0:45,24.1447,67.4497,76.73,55,6,6.93
401,Iquitos,PE,11/7/2021 0:45,-3.7481,-73.2472,75.24,94,75,2.3
402,Segovia,ES,11/7/2021 0:45,41.1667,-4,35.82,91,62,2.13
403,Nuuk,GL,11/7/2021 0:40,64.1835,-51.7216,29.01,69,75,12.66
404,Mersing,MY,11/7/2021 0:45,2.4312,103.8405,78.71,89,40,3.44
405,Udaipura,IN,11/7/2021 0:45,23.0833,78.5,60.1,51,17,4.21
406,Saldanha,ZA,11/7/2021 0:41,-33.0117,17.9442,51.85,69,100,17.81
407,Upata,VE,11/7/2021 0:45,8.0086,-62.3989,73.18,97,92,3.13
408,Aksarka,RU,11/7/2021 0:45,66.5606,67.7975,35.1,98,100,18.01
409,Ornskoldsvik,SE,11/7/2021 0:45,63.2909,18.7153,31.15,100,3,6.91
410,Labuhan,ID,11/7/2021 0:45,-6.8844,112.2051,86.52,62,100,2.08
411,Kumo,NG,11/7/2021 0:45,10.0447,11.2122,79.23,29,96,1.86
412,Jaguarao,BR,11/7/2021 0:45,-32.5661,-53.3758,55.54,78,49,7.16
413,Kaeo,NZ,11/7/2021 0:45,-35.1,173.7833,68.45,65,48,7.49
414,Bafq,IR,11/7/2021 0:45,31.6128,55.4107,50.2,58,89,1.63
415,Alice Springs,AU,11/7/2021 0:43,-23.7,133.8833,71.15,78,90,5.75
416,Cisaat,ID,11/7/2021 0:45,-6.2923,105.9717,74.19,89,100,5.3
417,Senador Guiomard,BR,11/7/2021 0:45,-10.1522,-67.7392,78.55,60,38,1.03
418,Larreynaga,NI,11/7/2021 0:45,12.6769,-86.5719,74.95,91,50,1.01
419,Griffith,US,11/7/2021 0:42,41.5284,-87.4237,55.02,64,1,1.99
420,Vao,NC,11/7/2021 0:45,-22.6667,167.4833,69.48,61,0,8.75
421,Ahipara,NZ,11/7/2021 0:45,-35.1667,173.1667,66.36,71,34,3.67
422,Garachine,PA,11/7/2021 0:45,8.0647,-78.3628,79.05,85,36,5.68
423,Shirpur,IN,11/7/2021 0:45,21.35,74.8833,68.76,48,85,4.74
424,Touros,BR,11/7/2021 0:45,-5.1989,-35.4608,81.5,82,3,11.12
425,Balykshi,KZ,11/7/2021 0:45,47.0667,51.8667,26.6,68,0,11.18
426,Primorsko-Akhtarsk,RU,11/7/2021 0:45,46.0497,38.1747,53.91,89,100,10.13
427,Fort Nelson,CA,11/7/2021 0:45,58.8053,-122.7002,31.59,93,90,3.44
428,Jennings,US,11/7/2021 0:45,38.7192,-90.2604,54.32,72,1,4.61
429,Komsomolskiy,UZ,11/7/2021 0:45,40.4272,71.7189,33.22,74,75,2.3
430,Nikko,JP,11/7/2021 0:45,36.75,139.6167,58.95,64,22,2.35
431,Beaverlodge,CA,11/7/2021 0:45,55.2166,-119.4361,31.35,64,100,2.73
432,Aklavik,CA,11/7/2021 0:42,68.2191,-135.0107,13.03,97,91,2.53
433,Tecoanapa,MX,11/7/2021 0:40,16.5167,-98.75,79.75,78,58,4.81
434,Pringsewu,ID,11/7/2021 0:45,-5.3582,104.9744,80.62,77,100,2.55
435,Itoman,JP,11/7/2021 0:45,26.1247,127.6694,79.57,75,40,17.27
436,Lata,PT,11/7/2021 0:45,40.1629,-8.3327,46.04,70,6,4.47
437,Shakiso,ET,11/7/2021 0:45,5.75,38.9167,59,95,100,1.83
438,Nantucket,US,11/7/2021 0:45,41.2835,-70.0995,47.97,71,1,3.44
439,Novopokrovka,UA,11/7/2021 0:45,49.8425,36.5477,37.78,80,11,7.78
440,Narsaq,GL,11/7/2021 0:45,60.9167,-46.05,25.02,73,100,8.34
441,Itaqui,BR,11/7/2021 0:45,-29.1253,-56.5531,65.5,77,99,12.91
442,Kokoda,PG,11/7/2021 0:45,-8.8785,147.7407,89.17,51,9,5.93
443,Tubuala,PA,11/7/2021 0:45,9.5167,-79.0333,79.34,80,99,2.82
444,Pochutla,MX,11/7/2021 0:45,15.7432,-96.4661,81.45,88,27,3.4
445,Remiremont,FR,11/7/2021 0:46,48.0175,6.5882,36.09,91,100,2.3
446,Jalu,LY,11/7/2021 0:46,29.0331,21.5482,67.89,45,0,5.64
447,Kenora,CA,11/7/2021 0:43,49.8167,-94.4337,49.17,76,40,9.22
448,Sola,VU,11/7/2021 0:46,-13.8833,167.55,86.67,74,75,0
449,Paraiso,CR,11/7/2021 0:46,9.8383,-83.8656,66.96,95,96,2.26
450,Alta Floresta,BR,11/7/2021 0:46,-9.8756,-56.0861,70.7,99,100,2.37
451,Christchurch,NZ,11/7/2021 0:45,-43.5333,172.6333,63.91,75,90,7
452,Prince Rupert,CA,11/7/2021 0:45,54.3161,-130.3201,42.49,87,100,5.75
453,Aasiaat,GL,11/7/2021 0:46,68.7098,-52.8699,14.61,96,100,9.98
454,Palora,EC,11/7/2021 0:46,-1.7,-77.9333,65.73,98,94,2.28
455,Korla,CN,11/7/2021 0:46,41.7597,86.1469,22.93,44,5,5.37
456,Wynyard,AU,11/7/2021 0:46,-41,145.7167,64.35,40,0,2.21
